,gameDate,possessionTeam,defensiveTeam,defensiveTeamQt,ballCarrierDisplayName,heightInCm,weightInKg,position,ballCarrierAge,quarter,down,gameClock,gameClockInSeconds,yardsToGo,preSnapHomeScore,preSnapVisitorScore,signedScoreDiff,absoluteYardlineNumber,offenseFormation,offenseFormationQt,defendersInTheBox,prePenaltyPlayResult,playNullifiedByPenalty,playResult
12063,11/06/2022,MIA,CHI,6,Trent Sherfield,185.4,99.34,WR,26.0,3,2,11:13,673,10,25,28,3,35,SHOTGUN,5,6.0,8,N,8
12064,10/23/2022,DEN,NYJ,25,Melvin Gordon,185.4,97.52,RB,29.0,1,2,5:04,304,10,0,7,-7,56,I_FORM,2,7.0,5,N,10
12065,11/06/2022,LAC,ATL,2,Isaiah Spiller,185.4,97.52,RB,,2,1,2:28,148,10,10,7,-3,73,SINGLEBACK,6,7.0,5,N,5
12066,11/06/2022,TEN,KC,16,Dontrell Hilliard,180.3,91.63,RB,27.0,2,2,2:50,170,14,9,14,5,75,SHOTGUN,5,6.0,5,N,5
12067,10/02/2022,TEN,IND,14,Derrick Henry,190.5,112.04,RB,28.0,2,1,10:35,635,10,3,14,11,81,SINGLEBACK,6,7.0,3,N,3
12068,10/02/2022,TEN,IND,14,Derrick Henry,190.5,112.04,RB,28.0,4,1,1:58,118,10,17,24,7,69,I_FORM,2,8.0,2,N,2
12069,09/18/2022,CIN,DAL,9,Tee Higgins,193.0,95.25,WR,23.0,3,1,8:00,480,10,17,6,-11,69,SINGLEBACK,6,6.0,19,N,19
12070,09/26/2022,NYG,DAL,9,David Sills,190.5,95.25,WR,26.0,3,1,7:08,428,10,6,6,0,48,SINGLEBACK,6,8.0,14,N,14
12071,10/16/2022,ATL,SF,29,Olamide Zaccheaus,172.7,87.54,WR,25.0,1,3,3:44,224,21,7,0,7,73,SHOTGUN,5,5.0,9,N,9
12072,09/18/2022,JAX,IND,14,Evan Engram,190.5,108.86,TE,28.0,1,1,10:04,604,10,0,0,0,56,SHOTGUN,5,6.0,5,N,5
12073,11/06/2022,MIA,CHI,6,Jeffery Wilson,182.9,88.0,RB,26.0,3,1,14:24,864,10,17,21,4,57,I_FORM,2,8.0,28,N,28
12074,10/23/2022,SF,KC,16,Christian McCaffrey,180.3,92.99,RB,26.0,3,1,1:55,115,20,16,28,-12,42,SHOTGUN,5,6.0,11,N,11
12075,09/25/2022,GB,TB,30,Romeo Doubs,188.0,90.72,WR,,2,1,13:32,812,10,3,7,4,50,SINGLEBACK,6,8.0,9,N,9
12076,10/23/2022,PIT,MIA,20,Connor Heyward,182.9,104.33,TE,,4,2,15:00,900,7,16,10,-6,47,SHOTGUN,5,7.0,6,N,6
12077,10/10/2022,LV,KC,16,Josh Jacobs,177.8,99.79,RB,24.0,2,3,0:31,31,7,7,17,10,47,SHOTGUN,5,5.0,5,N,5
12078,09/25/2022,CIN,NYJ,25,Samaje Perine,180.3,108.86,RB,27.0,4,1,8:31,511,10,12,27,15,51,SINGLEBACK,6,7.0,7,N,7
12079,10/23/2022,WAS,GB,12,Antonio Gibson,188.0,100.24,RB,24.0,3,2,8:24,504,5,17,14,3,30,SINGLEBACK,6,7.0,3,N,3
12080,11/06/2022,CHI,MIA,20,Chase Claypool,193.0,102.97,WR,24.0,3,1,1:53,113,10,25,35,-10,75,SINGLEBACK,6,7.0,4,N,4
12081,09/18/2022,DAL,CIN,7,Ezekiel Elliott,182.9,103.42,RB,27.0,2,1,3:44,224,10,14,3,11,63,SINGLEBACK,6,7.0,0,N,0
12082,10/09/2022,NO,SEA,28,Chris Olave,185.4,83.91,WR,,2,1,1:19,79,10,17,13,4,59,SHOTGUN,5,5.0,9,N,9
12083,10/16/2022,KC,BUF,4,Travis Kelce,195.6,117.93,TE,33.0,4,1,7:36,456,10,20,17,3,33,SHOTGUN,5,7.0,3,N,3
12084,10/02/2022,DET,SEA,28,Jamaal Williams,182.9,96.62,RB,27.0,3,1,0:33,33,10,23,38,-15,35,SHOTGUN,5,6.0,3,Y,-10
12085,09/18/2022,GB,CHI,6,Aaron Jones,175.3,94.35,RB,27.0,3,2,12:19,739,5,24,7,17,29,SHOTGUN,5,6.0,7,N,7
12086,10/09/2022,DET,NE,22,Jamaal Williams,182.9,96.62,RB,27.0,1,1,15:00,900,10,0,0,0,85,SINGLEBACK,6,8.0,3,N,3
12087,09/11/2022,MIN,GB,12,Dalvin Cook,177.8,95.25,RB,27.0,4,2,3:32,212,4,23,7,16,50,I_FORM,2,8.0,3,N,3
12088,09/18/2022,IND,JAX,15,Dezmon Patmon,193.0,99.79,WR,24.0,3,2,8:56,536,10,17,0,-17,44,SHOTGUN,5,6.0,7,N,7
12089,09/25/2022,DEN,SF,29,Javonte Williams,177.8,99.79,RB,,4,2,2:00,120,9,11,10,1,67,SINGLEBACK,6,6.0,0,N,0
12090,09/12/2022,DEN,SEA,28,Melvin Gordon,185.4,97.52,RB,29.0,3,4,7:42,462,1,17,13,-4,109,SHOTGUN,5,7.0,-1,N,-9
12091,09/12/2022,DEN,SEA,28,Andrew Beck,190.5,115.67,TE,26.0,1,2,11:18,678,10,7,0,-7,99,I_FORM,2,7.0,25,N,25
12092,09/25/2022,CHI,HOU,13,Justin Fields,190.5,101.15,QB,,2,2,1:01,61,10,13,14,-1,100,EMPTY,1,6.0,13,N,-2
12093,09/18/2022,NYJ,CLE,8,Ty Johnson,177.8,95.25,RB,25.0,2,2,0:38,38,10,14,7,-7,42,EMPTY,1,6.0,4,N,4
12094,09/11/2022,CLE,CAR,5,Kareem Hunt,180.3,97.98,RB,27.0,2,2,1:52,112,10,7,14,7,50,SHOTGUN,5,6.0,2,N,2
12095,11/06/2022,LAC,ATL,2,Austin Ekeler,177.8,90.72,RB,27.0,4,3,9:04,544,3,17,14,-3,73,EMPTY,1,6.0,-1,N,-1
12096,10/23/2022,TB,CAR,5,Mike Evans,195.6,104.78,WR,29.0,2,2,0:05,5,10,7,0,-7,67,SHOTGUN,5,3.0,10,N,10
12097,10/02/2022,MIN,NO,23,Dalvin Cook,177.8,95.25,RB,27.0,2,1,1:53,113,10,7,7,0,29,SHOTGUN,5,6.0,8,N,8
12098,09/11/2022,LAC,LV,19,Austin Ekeler,177.8,90.72,RB,27.0,4,1,11:00,660,10,24,13,11,61,SINGLEBACK,6,7.0,3,N,3
12099,09/11/2022,PHI,DET,11,Miles Sanders,180.3,95.71,RB,25.0,4,2,3:03,183,7,35,38,3,32,SHOTGUN,5,6.0,5,N,5
12100,09/11/2022,PIT,CIN,7,Chase Claypool,193.0,102.97,WR,24.0,5,1,3:28,208,10,20,20,0,55,SINGLEBACK,6,7.0,12,N,12
12101,10/02/2022,NO,MIN,21,Mark Ingram,175.3,97.52,RB,32.0,3,3,13:49,829,14,7,13,-6,74,SHOTGUN,5,3.0,7,N,7
12102,09/11/2022,NE,MIA,20,Damien Harris,180.3,97.52,RB,25.0,3,1,11:49,709,10,17,0,-17,33,SINGLEBACK,6,7.0,12,N,12
12103,09/25/2022,ARI,LA,17,James Conner,185.4,105.69,RB,27.0,2,1,11:21,681,10,0,13,-13,40,PISTOL,4,6.0,8,Y,-10
12104,10/30/2022,CHI,DAL,9,Dante Pettis,185.4,88.45,WR,27.0,1,1,4:13,253,10,14,0,-14,67,SHOTGUN,5,6.0,4,N,4
12105,10/09/2022,LAC,CLE,8,DeAndre Carter,172.7,86.18,WR,29.0,3,3,6:33,393,9,21,24,3,101,SHOTGUN,5,6.0,2,N,2
12106,10/02/2022,IND,TEN,31,Alec Pierce,190.5,96.62,WR,,3,3,11:18,678,3,10,24,-14,70,SHOTGUN,5,6.0,25,N,25
12107,09/18/2022,CIN,DAL,9,Joe Mixon,185.4,99.79,RB,26.0,3,1,6:22,382,10,17,6,-11,40,SINGLEBACK,6,8.0,4,N,4
12108,10/30/2022,TEN,HOU,13,Derrick Henry,190.5,112.04,RB,28.0,3,2,10:34,634,5,3,7,4,72,SINGLEBACK,6,6.0,-1,N,-1
12109,10/09/2022,CLE,LAC,18,Kareem Hunt,180.3,97.98,RB,27.0,3,1,1:01,61,2,21,27,-6,12,JUMBO,3,10.0,2,N,2
12110,10/02/2022,WAS,DAL,9,Logan Thomas,198.1,113.4,TE,31.0,3,1,9:41,581,10,12,7,-5,49,SINGLEBACK,6,8.0,-1,N,-1
12111,09/18/2022,IND,JAX,15,Ashton Dulin,185.4,97.52,WR,25.0,4,2,7:53,473,10,24,0,-24,60,SHOTGUN,5,6.0,39,N,39
12112,10/30/2022,SF,LA,17,Jeffery Wilson,182.9,88.0,RB,26.0,3,1,3:28,208,10,14,10,-4,26,I_FORM,2,7.0,-1,N,-1
12113,09/25/2022,CIN,NYJ,25,Joe Mixon,185.4,99.79,RB,26.0,3,1,0:41,41,10,12,27,15,85,SINGLEBACK,6,7.0,2,N,2
12114,10/23/2022,BAL,CLE,8,Kenyan Drake,185.4,95.71,RB,28.0,4,2,8:37,517,3,23,20,3,42,SHOTGUN,5,7.0,2,N,2
12115,11/07/2022,NO,BAL,3,Andy Dalton,188.0,99.79,QB,35.0,2,3,1:36,96,1,0,14,-14,44,SINGLEBACK,6,7.0,2,N,2
12116,09/18/2022,ATL,LA,17,Cordarrelle Patterson,188.0,107.95,RB,31.0,2,1,8:08,488,10,14,0,-14,77,PISTOL,4,7.0,11,N,11
12117,10/09/2022,MIA,NYJ,25,Myles Gaskin,177.8,90.72,RB,25.0,3,3,11:01,661,1,19,14,-5,76,SINGLEBACK,6,6.0,3,N,3
12118,09/25/2022,BUF,MIA,20,Josh Allen,195.6,107.5,QB,26.0,3,2,7:37,457,6,14,14,0,77,SHOTGUN,5,6.0,5,N,5
12119,10/16/2022,ATL,SF,29,Olamide Zaccheaus,172.7,87.54,WR,25.0,1,3,13:41,821,2,0,0,0,76,SHOTGUN,5,6.0,37,N,37
12120,11/06/2022,LAC,ATL,2,Austin Ekeler,177.8,90.72,RB,27.0,4,2,11:06,666,8,17,14,-3,52,I_FORM,2,6.0,6,N,6
12121,10/09/2022,PHI,ARI,1,Kenneth Gainwell,180.3,86.64,RB,,4,2,6:55,415,4,17,17,0,72,PISTOL,4,6.0,3,N,3
12122,10/02/2022,DAL,WAS,32,Ezekiel Elliott,182.9,103.42,RB,27.0,1,1,15:00,900,10,0,0,0,85,SINGLEBACK,6,6.0,5,N,5
12123,10/09/2022,SF,CAR,5,Brandon Aiyuk,185.4,93.44,WR,24.0,3,3,0:46,46,8,12,24,12,63,SHOTGUN,5,5.0,18,N,18
12124,09/25/2022,DEN,SF,29,Melvin Gordon,185.4,97.52,RB,29.0,4,3,1:55,115,9,11,10,1,67,SINGLEBACK,6,8.0,4,N,4
12125,10/02/2022,CLE,ATL,2,Nick Chubb,180.3,102.06,RB,26.0,1,1,13:23,803,10,0,0,0,52,SHOTGUN,5,7.0,11,N,11
12126,10/02/2022,CAR,ARI,1,Robbie  Chosen,190.5,86.18,WR,29.0,4,1,7:33,453,10,10,26,-16,84,EMPTY,1,6.0,5,N,5
12127,10/17/2022,LAC,DEN,10,Sony Michel,180.3,97.52,RB,27.0,2,2,2:00,120,5,7,10,-3,92,SINGLEBACK,6,6.0,2,N,2
12128,09/26/2022,NYG,DAL,9,Saquon Barkley,180.3,105.69,RB,25.0,2,1,9:09,549,10,3,6,-3,85,SHOTGUN,5,7.0,3,N,-9
12129,09/25/2022,BUF,MIA,20,Josh Allen,195.6,107.5,QB,26.0,3,3,4:59,299,1,14,14,0,102,WILDCAT,7,7.0,2,N,2
12130,10/02/2022,MIN,NO,23,K.J. Osborn,182.9,90.72,WR,25.0,4,3,7:00,420,4,22,19,-3,67,SHOTGUN,5,6.0,6,N,6
12131,09/19/2022,PHI,MIN,21,Kenneth Gainwell,180.3,86.64,RB,,4,3,12:41,761,14,24,7,17,46,SHOTGUN,5,3.0,11,N,11
12132,10/09/2022,ARI,PHI,26,James Conner,185.4,105.69,RB,27.0,2,2,6:00,360,2,0,14,-14,34,PISTOL,4,6.0,-1,N,-1
12133,10/30/2022,LV,NO,23,Foster Moreau,193.0,113.4,TE,25.0,1,2,14:21,861,9,0,0,0,36,I_FORM,2,7.0,-3,N,-3
12134,09/25/2022,IND,KC,16,Jonathan Taylor,180.3,100.24,RB,23.0,1,1,11:16,676,10,7,0,7,21,SHOTGUN,5,6.0,3,N,3
12135,10/16/2022,DAL,PHI,26,Tony Pollard,182.9,94.8,RB,25.0,3,1,12:47,767,10,20,3,-17,31,SHOTGUN,5,6.0,2,N,2
12136,10/23/2022,CAR,TB,30,D'Onta Foreman,185.4,105.69,RB,26.0,4,1,3:27,207,10,21,3,18,71,SINGLEBACK,6,8.0,-1,N,-1
12137,09/18/2022,WAS,DET,11,John Bates,198.1,116.12,TE,,4,2,1:30,90,10,36,27,-9,43,SHOTGUN,5,5.0,6,N,6
12138,10/02/2022,CHI,NYG,24,Khalil Herbert,175.3,96.16,RB,,4,1,13:33,813,10,17,12,-5,14,SINGLEBACK,6,7.0,5,N,5
12139,11/06/2022,WAS,MIN,21,Antonio Gibson,188.0,100.24,RB,24.0,2,1,5:48,348,10,0,7,-7,44,SINGLEBACK,6,6.0,4,N,4
12140,10/24/2022,CHI,NE,22,Equanimeous St. Brown,195.6,97.07,WR,26.0,1,1,11:07,667,10,0,0,0,50,SINGLEBACK,6,6.0,11,N,11
12141,10/23/2022,TEN,IND,14,Derrick Henry,190.5,112.04,RB,28.0,3,1,2:57,177,10,13,7,6,49,SINGLEBACK,6,8.0,4,N,4
12142,09/11/2022,ATL,NO,23,Marcus Mariota,193.0,100.7,QB,28.0,4,2,1:47,107,9,26,24,2,60,SHOTGUN,5,7.0,8,N,8
12143,09/11/2022,IND,HOU,13,Jonathan Taylor,180.3,100.24,RB,23.0,5,1,4:55,295,10,20,20,0,75,SHOTGUN,5,6.0,-2,N,-2
12144,10/30/2022,NO,LV,19,Alvin Kamara,177.8,97.52,RB,27.0,1,2,1:36,96,3,0,0,0,13,SINGLEBACK,6,9.0,3,N,3
12145,09/18/2022,DET,WAS,32,Jamaal Williams,182.9,96.62,RB,27.0,2,1,8:54,534,10,15,0,15,37,SINGLEBACK,6,7.0,4,N,4
12146,10/02/2022,JAX,PHI,26,Jamal Agnew,177.8,86.18,WR,27.0,4,1,7:26,446,8,29,14,-15,102,SHOTGUN,5,6.0,8,N,8
12147,10/30/2022,CAR,ATL,2,Phillip Walker,180.3,96.16,QB,27.0,2,2,0:09,9,10,14,10,-4,72,SHOTGUN,5,3.0,20,N,20
12148,10/09/2022,GB,NYG,24,Aaron Jones,175.3,94.35,RB,27.0,4,1,1:58,118,10,20,27,-7,25,SHOTGUN,5,7.0,7,N,7
12149,09/12/2022,DEN,SEA,28,Courtland Sutton,193.0,97.98,WR,26.0,4,3,11:27,687,4,17,13,-4,84,SHOTGUN,5,5.0,17,N,17
12150,09/18/2022,NYG,CAR,5,Saquon Barkley,180.3,105.69,RB,25.0,4,1,7:57,477,10,16,16,0,68,SHOTGUN,5,8.0,9,N,9
12151,10/30/2022,LV,NO,23,Hunter Renfrow,177.8,83.91,WR,26.0,3,1,11:03,663,10,24,0,-24,85,SHOTGUN,5,6.0,6,N,6
12152,10/02/2022,GB,NE,22,Romeo Doubs,188.0,90.72,WR,,5,2,3:13,193,2,24,24,0,73,SINGLEBACK,6,8.0,9,N,9
12153,10/24/2022,CHI,NE,22,David Montgomery,177.8,100.7,RB,25.0,1,3,9:49,589,14,0,0,0,43,SHOTGUN,5,6.0,9,N,9
12154,09/25/2022,JAX,LAC,18,Evan Engram,190.5,108.86,TE,28.0,2,3,11:39,699,8,0,6,6,84,SHOTGUN,5,5.0,9,N,9
12155,09/18/2022,HOU,DEN,10,Dameon Pierce,177.8,97.52,RB,,4,1,11:22,682,10,13,9,-4,51,SINGLEBACK,6,6.0,3,N,3
12156,09/18/2022,CIN,DAL,9,Joe Mixon,185.4,99.79,RB,26.0,4,1,10:14,614,10,17,9,-8,57,SINGLEBACK,6,7.0,8,N,8
12157,10/02/2022,ATL,CLE,8,Marcus Mariota,193.0,100.7,QB,28.0,1,1,5:00,300,9,0,0,0,101,PISTOL,4,7.0,-2,N,-2
12158,10/09/2022,CAR,SF,29,Ian Thomas,190.5,117.93,TE,26.0,1,1,5:54,354,10,0,7,-7,67,SINGLEBACK,6,6.0,2,N,2
12159,10/02/2022,BAL,BUF,4,Lamar Jackson,188.0,96.16,QB,25.0,1,3,7:15,435,9,7,3,4,55,EMPTY,1,6.0,10,N,10
12160,09/15/2022,KC,LAC,18,JuJu Smith-Schuster,185.4,97.52,WR,25.0,4,3,3:32,212,9,24,17,7,93,SHOTGUN,5,6.0,4,N,4
12161,09/11/2022,CHI,SF,29,Darnell Mooney,180.3,78.02,WR,24.0,4,2,13:14,794,10,7,10,-3,36,SHOTGUN,5,6.0,8,N,8
12162,11/06/2022,KC,TEN,31,Mecole Hardman,177.8,84.82,WR,24.0,2,1,1:01,61,10,9,14,-5,26,SHOTGUN,5,5.0,9,N,9
12163,10/02/2022,SEA,DET,11,DK Metcalf,193.0,104.33,WR,24.0,2,2,5:43,343,14,9,17,8,66,EMPTY,1,6.0,54,N,54
12164,09/19/2022,BUF,TEN,31,Stefon Diggs,182.9,86.64,WR,28.0,1,1,5:23,323,10,7,7,0,85,SINGLEBACK,6,7.0,16,N,16
12165,10/09/2022,LA,DAL,9,Darrell Henderson,172.7,90.72,RB,25.0,4,2,5:10,310,6,10,22,-12,81,SHOTGUN,5,6.0,15,N,15
12166,10/30/2022,PIT,PHI,26,Kenny Pickett,190.5,99.79,QB,,4,2,11:09,669,4,35,13,-22,63,SHOTGUN,5,6.0,8,N,8
12167,10/02/2022,JAX,PHI,26,James Robinson,177.8,99.79,RB,24.0,1,2,5:22,322,5,0,7,7,30,SHOTGUN,5,7.0,17,N,17
12168,10/31/2022,CLE,CIN,7,Nick Chubb,180.3,102.06,RB,26.0,3,1,9:43,583,9,11,0,11,101,SINGLEBACK,6,8.0,6,N,6
12169,10/16/2022,BUF,KC,16,Stefon Diggs,182.9,86.64,WR,28.0,1,1,3:16,196,10,0,0,0,90,SINGLEBACK,6,7.0,31,N,31
12170,10/02/2022,MIN,NO,23,Dalvin Cook,177.8,95.25,RB,27.0,2,1,8:57,537,10,7,7,0,85,SINGLEBACK,6,7.0,2,N,2
12171,09/18/2022,BAL,MIA,20,Isaiah Likely,193.0,108.86,TE,,1,1,4:07,247,15,7,0,7,71,SHOTGUN,5,8.0,4,N,4
12172,09/11/2022,LAC,LV,19,Sony Michel,180.3,97.52,RB,27.0,4,3,1:41,101,2,24,19,5,90,SINGLEBACK,6,8.0,3,N,3
12173,10/16/2022,LA,CAR,5,Cooper Kupp,188.0,94.35,WR,29.0,3,2,2:24,144,2,10,10,0,82,SINGLEBACK,6,7.0,13,N,13
12174,09/11/2022,DET,PHI,26,D'Andre Swift,177.8,95.71,RB,23.0,3,1,1:41,101,10,21,38,-17,35,SINGLEBACK,6,6.0,4,N,4
12175,11/06/2022,JAX,LV,19,Christian Kirk,180.3,90.72,WR,25.0,4,3,4:18,258,4,24,20,4,50,SHOTGUN,5,6.0,10,N,10
12176,10/09/2022,HOU,JAX,15,Dameon Pierce,177.8,97.52,RB,,1,1,1:17,77,10,3,0,-3,85,I_FORM,2,8.0,1,N,1
12177,09/11/2022,IND,HOU,13,Mo Alie-Cox,195.6,121.11,TE,28.0,4,1,13:39,819,10,20,3,-17,55,SHOTGUN,5,6.0,13,N,13
12178,09/18/2022,PIT,NE,22,Najee Harris,188.0,104.33,RB,,3,1,8:31,511,10,3,10,-7,55,SINGLEBACK,6,7.0,1,N,1
12179,10/02/2022,ARI,CAR,5,James Conner,185.4,105.69,RB,27.0,3,2,8:25,505,3,10,3,-7,13,SINGLEBACK,6,8.0,1,N,1
12180,11/06/2022,CIN,CAR,5,Joe Mixon,185.4,99.79,RB,26.0,3,2,7:23,443,3,35,7,28,63,SINGLEBACK,6,7.0,4,N,4
12181,09/11/2022,HOU,IND,14,Dameon Pierce,177.8,97.52,RB,,2,1,3:18,198,10,3,3,0,56,I_FORM,2,7.0,-3,N,-3
12182,10/31/2022,CLE,CIN,7,Nick Chubb,180.3,102.06,RB,26.0,3,3,10:21,621,6,11,0,11,80,SHOTGUN,5,7.0,21,N,21
12183,09/11/2022,NYJ,BAL,3,Garrett Wilson,182.9,87.09,WR,,1,3,3:07,187,10,0,3,-3,85,SHOTGUN,5,6.0,9,N,9
12184,09/15/2022,LAC,KC,16,Austin Ekeler,177.8,90.72,RB,27.0,3,3,11:22,682,1,7,10,3,92,I_FORM,2,8.0,0,N,0
12185,10/16/2022,IND,JAX,15,Deon Jackson,182.9,99.79,RB,,2,2,6:06,366,10,3,14,-11,42,SHOTGUN,5,6.0,13,N,13
12186,11/06/2022,TEN,KC,16,Hassan Haskins,185.4,99.79,RB,,3,3,3:34,214,14,9,17,8,43,EMPTY,1,5.0,2,N,2
12187,10/23/2022,TB,CAR,5,Cade Otton,195.6,113.4,TE,,3,1,2:14,134,15,14,0,-14,45,SHOTGUN,5,6.0,6,N,6
12188,10/30/2022,TEN,HOU,13,Derrick Henry,190.5,112.04,RB,28.0,2,1,0:54,54,10,3,7,4,54,SHOTGUN,5,6.0,8,N,8
12189,10/30/2022,SEA,NYG,24,Will Dissly,193.0,121.11,TE,26.0,1,2,10:41,641,7,0,0,0,93,SINGLEBACK,6,6.0,9,N,9
12190,09/19/2022,MIN,PHI,26,Jalen Reagor,180.3,88.45,WR,23.0,4,1,3:51,231,10,24,7,-17,99,EMPTY,1,5.0,7,N,7
12191,10/16/2022,MIA,MIN,21,Mike Gesicki,198.1,114.31,TE,27.0,2,2,10:52,652,11,0,0,0,73,SHOTGUN,5,6.0,17,N,17
12192,09/25/2022,MIN,DET,11,Alexander Mattison,180.3,99.79,RB,24.0,2,1,12:32,752,10,0,14,-14,50,SINGLEBACK,6,6.0,6,N,6
12193,09/18/2022,LV,ARI,1,Ameer Abdullah,175.3,92.08,RB,29.0,2,2,0:36,36,10,17,0,17,66,SHOTGUN,5,6.0,11,Y,-5
12194,10/23/2022,IND,TEN,31,Jonathan Taylor,180.3,100.24,RB,23.0,2,2,12:10,730,3,3,0,-3,62,SHOTGUN,5,6.0,6,N,6
12195,10/23/2022,LAC,SEA,28,Austin Ekeler,177.8,90.72,RB,27.0,1,3,12:15,735,2,0,0,0,77,SHOTGUN,5,6.0,1,N,1
12196,10/30/2022,MIA,DET,11,Tyreek Hill,177.8,83.91,WR,28.0,2,2,12:20,740,11,21,7,-14,76,SHOTGUN,5,6.0,5,N,5
12197,10/23/2022,JAX,NYG,24,Marvin Jones,188.0,89.81,WR,32.0,3,2,14:09,849,10,11,13,-2,34,SHOTGUN,5,6.0,6,N,13
12198,10/30/2022,WAS,IND,14,Curtis Samuel,180.3,88.45,WR,26.0,3,1,3:27,207,10,6,7,1,25,PISTOL,4,6.0,4,N,4
12199,10/16/2022,JAX,IND,14,James Robinson,177.8,99.79,RB,24.0,3,1,5:39,339,10,19,21,2,29,SINGLEBACK,6,6.0,11,N,11
12200,10/30/2022,SEA,NYG,24,Kenneth Walker,177.8,95.25,RB,,1,1,14:53,893,10,0,0,0,81,PISTOL,4,6.0,3,N,3
12201,10/30/2022,NYG,SEA,28,Saquon Barkley,180.3,105.69,RB,25.0,2,1,6:30,390,2,7,0,-7,12,SHOTGUN,5,7.0,1,N,1
12202,09/18/2022,ATL,LA,17,Tyler Allgeier,180.3,99.79,RB,,2,3,15:00,900,2,7,0,-7,60,SHOTGUN,5,6.0,0,N,0
12203,11/06/2022,CHI,MIA,20,Justin Fields,190.5,101.15,QB,,1,3,11:37,697,10,0,0,0,90,SHOTGUN,5,6.0,6,N,6
12204,10/02/2022,PIT,NYJ,25,Kenny Pickett,190.5,99.79,QB,,3,4,12:13,733,1,6,10,-4,79,SINGLEBACK,6,8.0,2,N,2
12205,10/02/2022,LV,DEN,10,Josh Jacobs,177.8,99.79,RB,24.0,4,2,1:34,94,4,32,23,9,86,I_FORM,2,8.0,2,N,2
12206,09/08/2022,BUF,LA,17,James Cook,180.3,86.18,RB,,2,2,13:36,816,8,0,7,7,44,SHOTGUN,5,6.0,2,N,2
12207,09/11/2022,CIN,PIT,27,Joe Burrow,193.0,97.98,QB,25.0,4,1,5:20,320,10,14,20,-6,58,SHOTGUN,5,6.0,23,N,23
12208,10/16/2022,IND,JAX,15,Jelani Woods,200.7,120.2,TE,,1,1,2:48,168,10,0,7,-7,46,SHOTGUN,5,7.0,17,N,17
12209,10/23/2022,ATL,CIN,7,Kyle Pitts,198.1,113.4,TE,,2,2,5:13,313,1,21,0,-21,11,SHOTGUN,5,9.0,0,N,0
12210,10/23/2022,DET,DAL,9,T.J. Hockenson,195.6,112.49,TE,25.0,1,1,7:05,425,10,0,0,0,62,SHOTGUN,5,7.0,11,N,11
12211,10/09/2022,SEA,NO,23,DK Metcalf,193.0,104.33,WR,24.0,3,1,4:58,298,10,24,19,-5,62,SHOTGUN,5,6.0,14,N,14
12212,11/06/2022,LAC,ATL,2,Justin Herbert,198.1,107.5,QB,24.0,4,2,0:52,52,7,17,17,0,85,SINGLEBACK,6,6.0,3,N,3
12213,10/16/2022,NE,CLE,8,Rhamondre Stevenson,182.9,111.58,RB,,4,1,6:16,376,10,15,24,9,57,SINGLEBACK,6,6.0,3,N,3
12214,10/02/2022,NO,MIN,21,Tre'Quan Smith,188.0,95.25,WR,26.0,4,2,11:26,686,8,14,19,-5,71,SINGLEBACK,6,7.0,18,N,18
12215,10/30/2022,DAL,CHI,6,CeeDee Lamb,188.0,85.73,WR,23.0,2,2,8:13,493,10,21,7,14,47,SINGLEBACK,6,7.0,22,N,22
12216,10/16/2022,TB,PIT,27,Rachaad White,188.0,95.25,RB,,3,1,3:59,239,17,13,12,-1,102,SHOTGUN,5,6.0,4,N,4
12217,10/23/2022,WAS,GB,12,Curtis Samuel,180.3,88.45,WR,26.0,2,2,3:33,213,7,10,14,-4,79,SHOTGUN,5,6.0,2,N,2
12218,10/13/2022,CHI,WAS,32,Darnell Mooney,180.3,78.02,WR,24.0,1,3,5:47,347,3,0,0,0,33,SHOTGUN,5,6.0,2,N,2
12219,10/02/2022,LV,DEN,10,Darren Waller,198.1,115.67,TE,30.0,3,3,4:02,242,7,19,16,3,24,SHOTGUN,5,6.0,13,N,13
12220,10/02/2022,NE,GB,12,Rhamondre Stevenson,182.9,111.58,RB,,4,2,1:48,108,8,24,24,0,106,SINGLEBACK,6,8.0,5,N,5
12221,09/18/2022,LV,ARI,1,Hunter Renfrow,177.8,83.91,WR,26.0,5,2,5:26,326,10,23,23,0,47,EMPTY,1,6.0,7,N,7
12222,09/25/2022,LA,ARI,1,Cam Akers,180.3,96.16,RB,23.0,3,2,1:07,67,4,9,13,4,96,I_FORM,2,7.0,14,N,14
12223,11/06/2022,MIN,WAS,32,Justin Jefferson,190.5,87.09,WR,,4,2,13:02,782,18,17,7,-10,40,SHOTGUN,5,6.0,11,N,11
12224,09/25/2022,CHI,HOU,13,Khalil Herbert,175.3,96.16,RB,,2,1,11:47,707,10,10,7,3,100,SHOTGUN,5,7.0,1,N,1
12225,11/03/2022,PHI,HOU,13,Dallas Goedert,195.6,116.12,TE,27.0,2,2,8:02,482,5,7,7,0,74,SHOTGUN,5,7.0,15,N,15
12226,10/23/2022,CIN,ATL,2,Hayden Hurst,193.0,111.13,TE,29.0,2,3,2:33,153,2,21,7,14,47,EMPTY,1,5.0,4,N,4
12227,10/09/2022,DAL,LA,17,Tony Pollard,182.9,94.8,RB,25.0,3,1,2:46,166,10,10,19,9,105,SINGLEBACK,6,7.0,6,N,6
12228,09/18/2022,CHI,GB,12,Justin Fields,190.5,101.15,QB,,4,3,10:01,601,5,24,10,-14,95,SHOTGUN,5,6.0,5,N,5
